    93 2.75467 0.14264  0.15452   7.78 -10.12   516 1272 Gefion       
 25727 2.76637 0.12603  0.15947  13.79  -0.38   516 1272 Gefion       
 25790 2.78116 0.12688  0.15406  13.05  -0.08   516 1272 Gefion       
 25806 2.79947 0.12572  0.15741  13.33   0.42   516 1272 Gefion       
 25898 2.75586 0.13859  0.15933  13.83  -0.60   516 1272 Gefion       
 25909 2.79191 0.13846  0.16000  13.37   0.21   516 1272 Gefion       
 25978 2.77182 0.12987  0.15755  13.91  -0.25   516 1272 Gefion       
 26026 2.81326 0.13563  0.15806  13.78   0.65   516 1272 Gefion       
 26099 2.75909 0.12889  0.15963  13.96  -0.50   516 1272 Gefion       
 26387 2.78980 0.12760  0.15758  12.69   0.22   516 1272 Gefion       
 26478 2.77162 0.12737  0.15784  13.91  -0.25   516 1272 Gefion       
 26511 2.77083 0.12562  0.15994  13.60  -0.31   516 1272 Gefion       
 26586 2.77580 0.12580  0.16087  13.13  -0.24   516 1272 Gefion       
 26697 2.74447 0.13195  0.16255  13.76  -0.87   516 1272 Gefion       
 26729 2.78528 0.13106  0.15836  13.34   0.04   516 1272 Gefion       
 26745 2.79293 0.11953  0.15487  13.86   0.19   516 1272 Gefion       
 26799 2.78803 0.12293  0.15391  12.94   0.14   516 1272 Gefion       
 27116 2.77570 0.13018  0.15930  14.16  -0.15   516 1272 Gefion       
 27127 2.77639 0.13228  0.15783  13.54  -0.18   516 1272 Gefion       
 27140 2.80091 0.12494  0.15674  13.36   0.46   516 1272 Gefion       
 27414 2.80819 0.12808  0.15600  13.19   0.70   516 1272 Gefion       
 27545 2.79534 0.12679  0.15904  13.12   0.34   516 1272 Gefion       
 27564 2.75548 0.13707  0.15818  13.97  -0.57   516 1272 Gefion       
 27566 2.77523 0.13130  0.15706  13.52  -0.21   516 1272 Gefion       
 27678 2.74707 0.11359  0.15371  14.26  -0.65   516 1272 Gefion       
 27679 2.73932 0.13106  0.16505  14.06  -0.86   516 1272 Gefion       
 27941 2.80071 0.12856  0.15900  14.32   0.29   516 1272 Gefion       
 28049 2.74098 0.14941  0.15536  13.87  -0.90   516 1272 Gefion       
 28290 2.80077 0.11989  0.15934  13.12   0.50   516 1272 Gefion       
 28380 2.81117 0.13125  0.15859  13.00   0.86   516 1272 Gefion       
 28422 2.75728 0.13792  0.15999  13.95  -0.54   516 1272 Gefion       
 28743 2.77355 0.13012  0.16054  12.91  -0.34   516 1272 Gefion       
 28885 2.77468 0.12736  0.15966  12.99  -0.29   516 1272 Gefion       
 28905 2.78006 0.13135  0.15710  13.67  -0.09   516 1272 Gefion       
 28910 2.74918 0.11311  0.16469  13.22  -0.98   516 1272 Gefion       
 29038 2.80002 0.13299  0.15616  13.44   0.42   516 1272 Gefion       
 29043 2.76506 0.12876  0.15815  13.47  -0.47   516 1272 Gefion       
 29113 2.72852 0.09803  0.15985  14.77  -0.77   516 1272 Gefion       
 29467 2.79583 0.13229  0.15572  14.04   0.23   516 1272 Gefion       
 29609 2.76232 0.12917  0.16184  14.16  -0.40   516 1272 Gefion       
 29691 2.76682 0.12091  0.15634  13.36  -0.45   516 1272 Gefion       
 29737 2.75946 0.13611  0.15707  14.06  -0.47   516 1272 Gefion       
 29871 2.76101 0.13065  0.15771  13.18  -0.66   516 1272 Gefion       
 29937 2.78605 0.12965  0.16381  13.32   0.06   516 1272 Gefion       
 29974 2.75545 0.12051  0.16283  13.72  -0.64   516 1272 Gefion       
 30068 2.75593 0.14043  0.16255  13.93  -0.57   516 1272 Gefion       
 30163 2.79207 0.13612  0.15863  13.48   0.21   516 1272 Gefion       
 30228 2.75547 0.12498  0.15951  13.80  -0.62   516 1272 Gefion       
 30367 2.78435 0.13177  0.15830  13.53   0.00   516 1272 Gefion       
 30421 2.79830 0.12462  0.16076  14.15   0.27   516 1272 Gefion       
 30444 2.77331 0.13202  0.15710  13.85  -0.22   516 1272 Gefion       
 30474 2.76246 0.13185  0.16240  13.97  -0.43   516 1272 Gefion       
 30516 2.74964 0.13683  0.15894  13.93  -0.70   516 1272 Gefion       
 30536 2.77887 0.13045  0.16011  13.42  -0.13   516 1272 Gefion       
 30631 2.74745 0.12157  0.16363  15.37  -0.38   516 1272 Gefion       
 30655 2.77303 0.13009  0.15872  13.46  -0.27   516 1272 Gefion       
 30677 2.77242 0.13797  0.16132  14.48  -0.18   516 1272 Gefion       
 30691 2.79828 0.14045  0.15924  14.56   0.22   516 1272 Gefion       
 30731 2.75660 0.12976  0.15371  14.53  -0.42   516 1272 Gefion       
 30848 2.78133 0.12844  0.15728  13.50  -0.06   516 1272 Gefion       
 31188 2.80851 0.13334  0.16336  13.51   0.61   516 1272 Gefion       
 31224 2.75482 0.12224  0.16327  14.02  -0.57   516 1272 Gefion       
 31557 2.77626 0.13122  0.15657  14.22  -0.13   516 1272 Gefion       
 31612 2.79321 0.12651  0.15432  14.43   0.15   516 1272 Gefion       
 31744 2.75695 0.13357  0.15893  14.27  -0.47   516 1272 Gefion       
 31797 2.76314 0.13357  0.16085  13.66  -0.48   516 1272 Gefion       
 32112 2.74815 0.11371  0.15677  13.71  -0.81   516 1272 Gefion       
