,id,m,c_param,fam_num,par_num,name,pdes,H,diameter,albedo,rot_per,BV,UB,IR,spec_B,spec_T,e,a,q,i
1464,370835,15.98,0.18,516,1272,Gefion,370835,16.21,,,,,,,,,0.1413,2.807,2.411,8.88
1465,371214,16.07,0.16,516,1272,Gefion,371214,16.24,,,,,,,,,0.1317,2.804,2.435,8.57
1466,371783,16.32,0.04,516,1272,Gefion,371783,16.54,,,,,,,,,0.1217,2.79,2.45,10.43
1467,372426,16.76,-0.24,516,1272,Gefion,372426,16.78,,,,,,,,,0.1112,2.739,2.435,8.86
1468,373288,16.37,0.0,516,1272,Gefion,373288,16.43,,,,,,,,,0.1535,2.781,2.354,9.93
1469,374166,15.68,-0.1,516,1272,Gefion,374166,15.91,,,,,,,,,0.1505,2.771,2.354,10.23
1470,374524,16.71,-0.41,516,1272,Gefion,374524,16.76,,,,,,,,,0.0889,2.713,2.472,10.15
1471,374560,17.38,-0.03,516,1272,Gefion,374560,17.31,,,,,,,,,0.0965,2.777,2.509,8.74
1472,374571,16.24,-0.02,516,1272,Gefion,374571,16.44,,,,,,,,,0.15,2.78,2.363,8.64
1473,374606,16.66,0.0,516,1272,Gefion,374606,16.66,,,,,,,,,0.1312,2.782,2.417,9.13
1474,375338,16.26,0.0,516,1272,Gefion,375338,16.37,,,,,,,,,0.1432,2.783,2.385,8.11
1475,375340,16.55,-0.06,516,1272,Gefion,375340,16.75,2.814,0.061,,,,,,,0.0967,2.774,2.506,8.87
1476,375847,16.57,0.0,516,1272,Gefion,375847,16.75,,,,,,,,,0.128,2.785,2.429,9.47
1477,376301,16.58,0.06,516,1272,Gefion,376301,16.66,,,,,,,,,0.0853,2.793,2.554,9.8
1478,376430,16.42,-0.24,516,1272,Gefion,376430,16.54,,,,,,,,,0.1166,2.746,2.425,9.36
1479,376559,16.66,-0.31,516,1272,Gefion,376559,16.67,,,,,,,,,0.1301,2.731,2.376,8.95
1480,376722,16.54,0.0,516,1272,Gefion,376722,16.6,,,,,,,,,0.0897,2.787,2.537,8.5
1481,376743,16.25,-0.31,516,1272,Gefion,376743,16.39,,,,,,,,,0.1554,2.739,2.313,8.69
1482,377412,16.26,-0.48,516,1272,Gefion,377412,16.48,,,,,,,,,0.091,2.715,2.468,9.57
1483,377415,16.33,-0.4,516,1272,Gefion,377415,16.36,,,,,,,,,0.1411,2.725,2.34,7.67
1484,377466,16.02,0.13,516,1272,Gefion,377466,16.21,,,,,,,,,0.1095,2.802,2.495,7.94
1485,377882,16.25,0.06,516,1272,Gefion,377882,16.39,,,,,,,,,0.0931,2.794,2.534,9.02
1486,378891,16.21,-0.15,516,1272,Gefion,378891,16.51,,,,,,,,,0.1422,2.762,2.369,8.83
1487,379014,15.95,-0.22,516,1272,Gefion,379014,16.22,,,,,,,,,0.0988,2.756,2.483,10.52
1488,379654,16.45,-0.35,516,1272,Gefion,379654,16.52,,,,,,,,,0.131,2.728,2.37,9.88
1489,379765,16.79,-0.04,516,1272,Gefion,379765,16.96,2.123,0.098,,,,,,,0.0967,2.777,2.509,9.26
1490,379774,16.11,0.18,516,1272,Gefion,379774,16.22,,,,,,,,,0.0875,2.809,2.564,8.57
1491,379900,17.04,-0.28,516,1272,Gefion,379900,16.99,,,,,,,,,0.1098,2.726,2.427,9.96
1492,380011,16.29,0.05,516,1272,Gefion,380011,16.43,,,,,,,,,0.1443,2.79,2.387,9.29
1493,380086,16.64,-0.29,516,1272,Gefion,380086,16.73,,,,,,,,,0.1452,2.733,2.337,9.54
1494,380148,16.03,-0.37,516,1272,Gefion,380148,16.32,,,,,,,,,0.0886,2.737,2.494,9.33
1495,380902,16.62,-0.34,516,1272,Gefion,380902,16.67,3.195,0.03,,,,,,,0.0892,2.726,2.483,10.12
1496,380947,16.16,-0.21,516,1272,Gefion,380947,16.38,,,,,,,,,0.1386,2.757,2.375,10.16
1497,381440,16.2,-0.18,516,1272,Gefion,381440,16.41,,,,,,,,,0.1352,2.758,2.385,8.77
1498,381514,16.26,-0.28,516,1272,Gefion,2006 SM381,18.4,,,,,,,,,0.1346,2.807,2.429,10.37
1499,381537,16.41,-0.03,516,1272,Gefion,381537,16.6,,,,,,,,,0.1421,2.781,2.386,8.43
1500,381922,16.65,0.1,516,1272,Gefion,381922,16.7,,,,,,,,,0.1192,2.803,2.469,8.56
1501,382145,16.2,-0.19,516,1272,Gefion,382145,16.35,,,,,,,,,0.1126,2.758,2.448,10.42
1502,382216,16.68,-0.24,516,1272,Gefion,382216,16.75,,,,,,,,,0.108,2.741,2.445,7.94
1503,382326,16.17,-0.05,516,1272,Gefion,382326,16.4,,,,,,,,,0.152,2.775,2.354,9.05
1504,382371,16.55,-0.21,516,1272,Gefion,382371,16.51,,,,,,,,,0.1178,2.75,2.426,8.87
1505,382807,16.14,0.11,516,1272,Gefion,382807,16.29,,,,,,,,,0.1526,2.801,2.373,9.7
1506,382973,16.22,-0.25,516,1272,Gefion,382973,16.46,,,,,,,,,0.0959,2.749,2.485,10.13
1507,383322,16.07,-0.35,516,1272,Gefion,383322,16.32,,,,,,,,,0.0924,2.738,2.485,9.97
1508,383931,17.01,-0.08,516,1272,Gefion,383931,17.06,,,,,,,,,0.1274,2.769,2.416,8.2
1509,383957,16.56,-0.37,516,1272,Gefion,383957,16.72,2.942,0.043,,,,,,,0.1222,2.723,2.391,8.88
1510,384002,16.45,-0.22,516,1272,Gefion,384002,16.54,3.233,0.042,,,,,,,0.1127,2.749,2.439,10.0
1511,384010,16.22,-0.16,516,1272,Gefion,384010,16.37,,,,,,,,,0.0932,2.761,2.504,7.96
1512,384581,16.03,0.18,516,1272,Gefion,384581,16.14,,,,,,,,,0.1082,2.808,2.504,10.22
1513,385157,16.17,-0.3,516,1272,Gefion,385157,16.21,,,,,,,,,0.0862,2.744,2.507,8.76
1514,385456,16.79,-0.32,516,1272,Gefion,385456,16.79,,,,,,,,,0.0909,2.726,2.478,8.94
1515,385485,16.54,0.15,516,1272,Gefion,385485,16.62,,,,,,,,,0.1323,2.81,2.438,9.73
1516,386746,17.22,-0.06,516,1272,Gefion,386746,17.18,2.363,0.029,,,,,,,0.1055,2.769,2.477,8.05
1517,387964,16.07,0.08,516,1272,Gefion,387964,16.24,,,,,,,,,0.0902,2.795,2.543,9.21
1518,388578,16.67,-0.28,516,1272,Gefion,388578,16.67,,,,,,,,,0.1328,2.736,2.373,9.54
1519,388643,16.4,0.18,516,1272,Gefion,388643,16.56,,,,,,,,,0.1226,2.813,2.468,9.18
1520,388661,16.23,-0.14,516,1272,Gefion,388661,16.61,,,,,,,,,0.1535,2.764,2.34,9.25
1521,388746,16.55,0.14,516,1272,Gefion,388746,16.8,,,,,,,,,0.1252,2.808,2.457,10.07
1522,388936,17.46,-0.19,516,1272,Gefion,388936,17.42,,,,,,,,,0.115,2.737,2.422,8.2
1523,389682,16.49,-0.29,516,1272,Gefion,389682,16.57,,,,,,,,,0.1173,2.737,2.416,8.52
1524,389772,16.84,-0.05,516,1272,Gefion,389772,16.95,,,,,,,,,0.1392,2.774,2.388,8.57
1525,389881,16.97,-0.28,516,1272,Gefion,389881,16.97,,,,,,,,,0.1305,2.729,2.373,9.03
1526,390408,17.2,-0.19,516,1272,Gefion,390408,17.23,,,,,,,,,0.099,2.742,2.47,7.74
1527,390917,17.1,-0.33,516,1272,Gefion,390917,17.21,,,,,,,,,0.0916,2.713,2.464,8.57
1528,390941,16.26,-0.08,516,1272,Gefion,390941,16.37,,,,,,,,,0.1491,2.772,2.358,9.73
1529,391509,16.94,0.0,516,1272,Gefion,391509,17.12,,,,,,,,,0.1331,2.784,2.413,8.29
1530,392009,16.51,-0.07,516,1272,Gefion,392009,16.6,,,,,,,,,0.0909,2.771,2.519,9.29
1531,392101,16.82,0.07,516,1272,Gefion,392101,16.85,,,,,,,,,0.1186,2.796,2.464,8.77
1532,392591,16.91,-0.28,516,1272,Gefion,392591,16.96,2.812,0.056,,,,,,,0.1067,2.729,2.437,8.79
