"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
20529559,529559,17.46,2.283,0.037,,,,,,,0.0998,2.793,2.514,8.71
20529576,529576,16.47,3.143,,,,,,,,0.1290,2.783,2.424,11.23
20529582,529582,17.06,,,,,,,,,0.1206,2.718,2.390,14.80
20529599,529599,17.41,,,,,,,,,0.1287,2.742,2.389,12.82
20529631,529631,17.41,,,,,,,,,0.1358,2.738,2.366,3.72
20529633,529633,17.04,,,,,,,,,0.1325,2.744,2.380,14.12
20529639,529639,16.89,2.318,0.040,,,,,,,0.1373,2.725,2.351,10.12
20529653,529653,17.09,3.050,0.091,,,,,,,0.1234,2.731,2.394,8.83
20529660,529660,17.33,2.105,0.076,,,,,,,0.0943,2.732,2.475,4.50
20529674,529674,17.48,,,,,,,,,0.1306,2.757,2.397,9.07
20529686,529686,16.62,3.167,0.084,,,,,,,0.1137,2.707,2.399,9.51
20529690,529690,17.29,,,,,,,,,0.1456,2.792,2.386,13.26
20529711,529711,16.83,4.045,0.057,,,,,,,0.1094,2.718,2.421,8.53
20529733,529733,16.73,,,,,,,,,0.1097,2.729,2.429,5.90
20529736,529736,16.84,,,,,,,,,0.1201,2.809,2.472,11.61
20529762,529762,17.46,2.839,0.073,,,,,,,0.1346,2.731,2.363,10.04
20529764,529764,17.21,2.482,0.031,,,,,,,0.1275,2.813,2.455,7.78
20529773,529773,17.25,2.451,0.056,,,,,,,0.1528,2.779,2.354,3.74
20529813,529813,16.89,3.551,0.061,,,,,,,0.0876,2.75,2.509,12.18
20530112,530112,16.68,,,,,,,,,0.0945,2.789,2.526,13.34
20530200,530200,16.83,,,,,,,,,0.0953,2.757,2.495,13.28
20530204,530204,16.83,,,,,,,,,0.1152,2.776,2.457,12.65
20530217,530217,17.14,2.331,0.062,,,,,,,0.1176,2.719,2.400,12.25
20530225,530225,17.65,,,,,,,,,0.0867,2.746,2.508,9.33
20530248,530248,17.68,,,,,,,,,0.0908,2.765,2.514,3.72
20530262,530262,17.39,,,,,,,,,0.1356,2.722,2.353,3.11
20530345,530345,17.38,,,,,,,,,0.1533,2.766,2.342,7.94
20530347,530347,17.30,,,,,,,,,0.1230,2.775,2.434,8.22
20530353,530353,17.35,,,,,,,,,0.1248,2.792,2.443,9.03
20530357,530357,16.96,,,,,,,,,0.1532,2.774,2.349,6.53
20530375,530375,17.34,,,,,,,,,0.1202,2.727,2.399,12.92
20530379,530379,17.24,,,,,,,,,0.1054,2.73,2.442,13.20
20530394,530394,17.34,,,,,,,,,0.1047,2.754,2.466,8.81
20530406,530406,17.59,,,,,,,,,0.1158,2.739,2.422,5.04
20530443,530443,16.73,,,,,,,,,0.0950,2.747,2.486,16.16
20530453,530453,16.63,,,,,,,,,0.1204,2.729,2.400,13.33
20530465,530465,16.43,,,,,,,,,0.1042,2.765,2.477,13.57
20530471,530471,17.54,,,,,,,,,0.1306,2.751,2.392,14.90
20530473,530473,17.17,,,,,,,,,0.1400,2.813,2.419,6.98
20530543,530543,17.11,,,,,,,,,0.1159,2.808,2.483,11.98
20530654,530654,17.09,,,,,,,,,0.0912,2.782,2.528,4.44
20530670,530670,17.44,,,,,,,,,0.1552,2.73,2.307,10.39
20530720,530720,17.23,,,,,,,,,0.1283,2.814,2.453,6.45
20530777,530777,17.95,,,,,,,,,0.0993,2.763,2.488,3.83
20531089,531089,17.32,,,,,,,,,0.1555,2.744,2.317,12.15
20531204,531204,16.20,,,,,,,,,0.1488,2.745,2.337,14.23
20531213,531213,17.22,,,,,,,,,0.0874,2.709,2.473,12.56
20531238,531238,16.69,,,,,,,,,0.0975,2.743,2.475,13.91
20531274,531274,17.24,,,,,,,,,0.1537,2.711,2.294,6.65
20531363,531363,17.43,,,,,,,,,0.1037,2.726,2.443,3.40
20531382,531382,17.25,,,,,,,,,0.0917,2.766,2.512,6.36
20531395,531395,17.15,,,,,,,,,0.1521,2.749,2.331,3.83
20531405,531405,17.03,,,,,,,,,0.0861,2.815,2.572,4.92
20531412,531412,17.32,,,,,,,,,0.0861,2.785,2.545,4.39
20531424,531424,17.15,,,,,,,,,0.1110,2.811,2.499,9.85
20531432,531432,17.13,,,,,,,,,0.0968,2.8,2.529,8.51
20531472,531472,17.35,,,,,,,,,0.0847,2.798,2.562,2.27
20531500,531500,16.80,,,,,,,,,0.0868,2.746,2.507,12.17
20531567,531567,17.01,,,,,,,,,0.0988,2.712,2.444,4.84
20531613,531613,17.09,,,,,,,,,0.1358,2.789,2.410,8.87
20531618,531618,17.77,,,,,,,,,0.1015,2.749,2.470,2.09
20531630,531630,17.61,,,,,,,,,0.1413,2.756,2.366,9.66
20531631,531631,17.37,,,,,,,,,0.1162,2.768,2.446,9.38
20531632,531632,17.13,,,,,,,,,0.1526,2.722,2.307,6.14
20531696,531696,17.53,,,,,,,,,0.0850,2.721,2.489,7.99
20531700,531700,17.69,,,,,,,,,0.0885,2.713,2.473,11.86
20531703,531703,17.52,,,,,,,,,0.0949,2.764,2.502,4.90
20531737,531737,16.80,,,,,,,,,0.0987,2.772,2.498,8.00
20531750,531750,16.96,,,,,,,,,0.1525,2.803,2.376,6.07
20531765,531765,17.70,,,,,,,,,0.0849,2.76,2.526,4.13
20531812,531812,17.33,,,,,,,,,0.1131,2.72,2.412,13.11
20532126,532126,16.04,,,,,,,,,0.1136,2.739,2.428,11.77
20532146,532146,17.24,,,,,,,,,0.1288,2.751,2.396,7.30
20532166,532166,17.40,,,,,,,,,0.1407,2.708,2.327,4.97
20532169,532169,17.81,,,,,,,,,0.1099,2.739,2.438,6.19
20532205,532205,17.98,,,,,,,,,0.1233,2.806,2.460,3.04
20532208,532208,17.19,,,,,,,,,0.1447,2.789,2.386,4.12
20532235,532235,16.82,,,,,,,,,0.1152,2.799,2.477,4.76
20532239,532239,17.22,,,,,,,,,0.1231,2.813,2.466,5.33
20532243,532243,17.59,,,,,,,,,0.0910,2.763,2.511,3.69
20532248,532248,17.38,,,,,,,,,0.0908,2.742,2.493,1.12
20532253,532253,16.84,,,,,,,,,0.1349,2.786,2.411,11.68
20532261,532261,17.52,,,,,,,,,0.1024,2.725,2.446,3.35
20532263,532263,17.08,,,,,,,,,0.1223,2.8,2.458,3.81
20532265,532265,17.50,,,,,,,,,0.1211,2.742,2.410,12.76
20532269,532269,17.13,,,,,,,,,0.1542,2.728,2.308,8.36
20532298,532298,17.72,,,,,,,,,0.1499,2.786,2.368,3.67
20532304,532304,17.03,,,,,,,,,0.1135,2.814,2.495,4.29
20532314,532314,17.53,,,,,,,,,0.0845,2.781,2.546,6.80
20532315,532315,17.68,,,,,,,,,0.0862,2.763,2.525,0.51
20532318,532318,17.34,,,,,,,,,0.1240,2.746,2.405,5.82
20532336,532336,17.03,,,,,,,,,0.1368,2.755,2.378,5.43
20532346,532346,17.52,,,,,,,,,0.1407,2.748,2.362,8.11
20532347,532347,16.75,,,,,,,,,0.0980,2.706,2.441,15.17
20532353,532353,16.96,,,,,,,,,0.1065,2.721,2.431,12.58
20532355,532355,17.41,,,,,,,,,0.1097,2.767,2.463,3.29
20532364,532364,17.24,,,,,,,,,0.1433,2.799,2.398,3.90
20532368,532368,17.55,,,,,,,,,0.1487,2.756,2.346,11.24
20532386,532386,17.05,,,,,,,,,0.1403,2.805,2.412,9.47
20532398,532398,17.78,,,,,,,,,0.0934,2.766,2.508,3.07
20532412,532412,17.83,,,,,,,,,0.1256,2.771,2.423,1.26
20532417,532417,17.34,,,,,,,,,0.1338,2.748,2.381,10.23
20532419,532419,17.12,,,,,,,,,0.0891,2.773,2.526,6.37
20532424,532424,17.57,,,,,,,,,0.1189,2.803,2.470,11.39
20532427,532427,17.67,,,,,,,,,0.1029,2.792,2.505,3.99
20532431,532431,17.69,,,,,,,,,0.1255,2.72,2.378,4.35
20532442,532442,17.38,,,,,,,,,0.1361,2.722,2.351,12.82
20532447,532447,17.07,,,,,,,,,0.1138,2.711,2.403,5.47
20532448,532448,16.52,,,,,,,,,0.1515,2.788,2.365,10.57
20532463,532463,17.63,,,,,,,,,0.1056,2.748,2.458,1.18
20532481,532481,16.10,,,,,,,,,0.1131,2.784,2.469,12.68
20532494,532494,17.36,,,,,,,,,0.1033,2.774,2.488,3.56
20532510,532510,17.20,,,,,,,,,0.1248,2.812,2.461,5.16
20532527,532527,17.62,,,,,,,,,0.1043,2.791,2.500,3.39
20532530,532530,17.04,,,,,,,,,0.1526,2.816,2.386,5.27
20532561,532561,17.09,,,,,,,,,0.1362,2.712,2.343,6.75
20532563,532563,17.30,,,,,,,,,0.1350,2.782,2.406,5.42
20532566,532566,17.21,,,,,,,,,0.1507,2.806,2.383,4.77
20532587,532587,17.63,,,,,,,,,0.1396,2.791,2.401,8.77
20532595,532595,17.69,,,,,,,,,0.1552,2.796,2.362,3.66
20532611,532611,17.66,,,,,,,,,0.1132,2.792,2.476,1.42
20532644,532644,17.41,,,,,,,,,0.0859,2.716,2.483,5.21
20532690,532690,18.02,,,,,,,,,0.0922,2.715,2.465,2.45
20532691,532691,17.13,,,,,,,,,0.1033,2.786,2.498,8.75
20532730,532730,17.40,,,,,,,,,0.1116,2.749,2.442,5.95
20532748,532748,17.34,,,,,,,,,0.1252,2.772,2.425,9.96
20532760,532760,16.41,,,,,,,,,0.1359,2.761,2.386,26.49
20532770,532770,16.78,,,,,,,,,0.1380,2.774,2.391,14.01
20532780,532780,17.64,,,,,,,,,0.1296,2.741,2.386,3.78
20532795,532795,17.35,,,,,,,,,0.1275,2.792,2.437,3.44
20532818,532818,17.20,,,,,,,,,0.1091,2.756,2.455,12.54
20532828,532828,16.99,,,,,,,,,0.0940,2.708,2.453,13.60
20532849,532849,17.14,,,,,,,,,0.1098,2.717,2.419,26.69
20532869,532869,17.79,,,,,,,,,0.1467,2.78,2.372,3.53
20532919,532919,17.38,,,,,,,,,0.0932,2.789,2.529,8.13
20532938,532938,17.25,,,,,,,,,0.1268,2.743,2.395,6.12
20532939,532939,17.12,,,,,,,,,0.1247,2.705,2.368,15.25
20532951,532951,17.16,,,,,,,,,0.1390,2.779,2.392,7.93
20532985,532985,17.29,,,,,,,,,0.1066,2.81,2.510,8.08
20533037,533037,17.04,,,,,,,,,0.1138,2.782,2.466,13.41
20533052,533052,17.26,,,,,,,,,0.1493,2.806,2.387,9.36
20533072,533072,16.65,,,,,,,,,0.1165,2.815,2.487,12.40
20533081,533081,17.58,,,,,,,,,0.1494,2.778,2.363,4.16
20533087,533087,17.69,,,,,,,,,0.0852,2.717,2.486,9.45
20533098,533098,17.61,,,,,,,,,0.1278,2.752,2.400,3.18
20533103,533103,17.30,,,,,,,,,0.1261,2.721,2.378,14.20
20533104,533104,17.95,,,,,,,,,0.1290,2.756,2.400,3.98
20533115,533115,17.33,,,,,,,,,0.1331,2.72,2.358,8.22
20533140,533140,17.34,,,,,,,,,0.0956,2.714,2.454,3.94
20533168,533168,17.59,,,,,,,,,0.1106,2.778,2.471,6.31
20533173,533173,17.11,,,,,,,,,0.1017,2.792,2.508,8.87
20533175,533175,17.44,,,,,,,,,0.1078,2.782,2.482,9.94
20533183,533183,17.21,,,,,,,,,0.1114,2.81,2.497,15.70
20533217,533217,17.55,,,,,,,,,0.1231,2.78,2.438,8.53
20533275,533275,16.87,,,,,,,,,0.1039,2.796,2.506,8.76
20533281,533281,17.23,,,,,,,,,0.1179,2.759,2.434,8.87
20533325,533325,17.07,,,,,,,,,0.1351,2.803,2.424,14.33
20533363,533363,17.46,,,,,,,,,0.1553,2.799,2.364,12.95
20533370,533370,17.02,,,,,,,,,0.0873,2.815,2.569,4.37
20533706,533706,17.50,,,,,,,,,0.0953,2.746,2.484,4.50
20534609,534609,15.99,,,,,,,,,0.1159,2.786,2.463,12.89
20534731,534731,16.47,,,,,,,,,0.1117,2.731,2.426,13.77
20534768,534768,16.75,,,,,,,,,0.1363,2.743,2.369,8.19
20534807,534807,16.59,,,,,,,,,0.1518,2.74,2.324,13.84
20534819,534819,16.87,,,,,,,,,0.0861,2.718,2.484,13.16
20534846,534846,17.19,,,,,,,,,0.1007,2.765,2.487,6.03
20534910,534910,16.54,,,,,,,,,0.1202,2.718,2.391,17.08
20534958,534958,17.06,,,,,,,,,0.0897,2.783,2.533,7.14
20534964,534964,16.61,,,,,,,,,0.1244,2.748,2.406,12.52
20534985,534985,17.24,,,,,,,,,0.1303,2.741,2.384,5.48
20535007,535007,17.36,,,,,,,,,0.1200,2.735,2.407,12.52
20535034,535034,16.59,,,,,,,,,0.1448,2.731,2.335,25.19
20535041,535041,16.83,,,,,,,,,0.1119,2.771,2.461,12.44
20535048,535048,17.23,,,,,,,,,0.1063,2.714,2.425,8.72
20535062,535062,17.18,,,,,,,,,0.1255,2.726,2.384,3.71
20535104,535104,17.39,,,,,,,,,0.0872,2.716,2.479,11.90
20535108,535108,17.21,,,,,,,,,0.1227,2.752,2.414,12.13
20535121,535121,17.11,,,,,,,,,0.1403,2.724,2.341,10.41
20535178,535178,17.11,,,,,,,,,0.1309,2.735,2.377,14.92
20535184,535184,16.91,,,,,,,,,0.0871,2.774,2.532,11.58
20535193,535193,16.85,,,,,,,,,0.1237,2.732,2.394,9.17
20535238,535238,16.67,,,,,,,,,0.1545,2.773,2.345,9.37
20535258,535258,16.93,,,,,,,,,0.1412,2.788,2.394,8.16
20535265,535265,16.59,,,,,,,,,0.0911,2.765,2.513,15.07
20535292,535292,17.19,,,,,,,,,0.1039,2.748,2.462,10.81
20535310,535310,16.75,,,,,,,,,0.0872,2.733,2.495,14.92
20535332,535332,17.21,,,,,,,,,0.0958,2.756,2.492,10.46
20535338,535338,17.89,,,,,,,,,0.1090,2.76,2.460,3.37
20535346,535346,17.46,,,,,,,,,0.1389,2.778,2.392,5.91
20535356,535356,17.05,,,,,,,,,0.0981,2.772,2.500,4.46
20535357,535357,17.80,,,,,,,,,0.1024,2.75,2.468,3.43
20535374,535374,17.21,,,,,,,,,0.1069,2.747,2.453,12.95
20535380,535380,16.73,,,,,,,,,0.1090,2.804,2.499,5.56
20535391,535391,17.71,,,,,,,,,0.1091,2.796,2.491,0.99
20535405,535405,17.24,,,,,,,,,0.1076,2.767,2.469,5.55
20535432,535432,17.14,,,,,,,,,0.0993,2.793,2.515,13.78
20535452,535452,17.25,,,,,,,,,0.0863,2.753,2.515,4.93
20535467,535467,17.13,,,,,,,,,0.1219,2.769,2.431,15.47
20535470,535470,16.54,,,,,,,,,0.1394,2.723,2.343,25.06
20535491,535491,16.98,,,,,,,,,0.1364,2.812,2.428,10.03
20535523,535523,17.49,,,,,,,,,0.1456,2.788,2.382,9.29
20535543,535543,17.16,,,,,,,,,0.1548,2.751,2.325,13.05
20535546,535546,16.70,,,,,,,,,0.1040,2.772,2.483,12.71
20535597,535597,16.95,,,,,,,,,0.1341,2.776,2.404,9.24
20535598,535598,16.81,2.671,0.047,,,,,,,0.1477,2.808,2.393,8.42
20535621,535621,16.68,,,,,,,,,0.0893,2.767,2.520,13.51
20535627,535627,17.65,,,,,,,,,0.1083,2.736,2.439,4.44
20535637,535637,16.68,,,,,,,,,0.1091,2.756,2.456,12.80
20535648,535648,17.32,,,,,,,,,0.0906,2.793,2.540,5.70
20535661,535661,17.34,,,,,,,,,0.1130,2.788,2.473,6.48
20535675,535675,17.02,,,,,,,,,0.1532,2.772,2.347,5.46
20535695,535695,17.78,,,,,,,,,0.1219,2.714,2.383,6.30
20535698,535698,17.77,,,,,,,,,0.1068,2.756,2.462,5.42
20535721,535721,17.30,,,,,,,,,0.1004,2.716,2.444,3.11
20535743,535743,17.21,,,,,,,,,0.1179,2.717,2.397,5.69
20535747,535747,16.83,,,,,,,,,0.1061,2.788,2.492,2.55
20535750,535750,17.61,,,,,,,,,0.1223,2.785,2.445,9.90
20535752,535752,16.83,,,,,,,,,0.1177,2.791,2.463,10.19
20535753,535753,17.38,,,,,,,,,0.1024,2.789,2.503,6.35
20535770,535770,16.65,,,,,,,,,0.0949,2.794,2.529,10.62
20535793,535793,17.27,2.113,0.075,,,,,,,0.1263,2.737,2.391,10.54
20535797,535797,16.95,,,,,,,,,0.1177,2.73,2.408,10.60
20535822,535822,17.46,,,,,,,,,0.1490,2.764,2.352,11.85
20535852,535852,17.20,,,,,,,,,0.0857,2.758,2.522,1.96
20535878,535878,17.32,,,,,,,,,0.0854,2.814,2.574,3.43
20535879,535879,17.46,,,,,,,,,0.1502,2.739,2.327,6.98
20535904,535904,17.44,,,,,,,,,0.1391,2.769,2.384,3.94
20535968,535968,17.45,1.794,,,,,,,,0.1378,2.791,2.406,11.49
20535999,535999,17.02,,,,,,,,,0.1343,2.798,2.422,9.46
20536009,536009,17.58,,,,,,,,,0.1007,2.722,2.448,12.47
20536037,536037,17.46,,,,,,,,,0.1001,2.785,2.506,4.39
20536038,536038,17.56,,,,,,,,,0.1321,2.749,2.386,12.09
20536039,536039,17.36,,,,,,,,,0.1139,2.794,2.476,7.18
20536062,536062,17.14,,,,,,,,,0.1509,2.804,2.381,5.51
20536116,536116,17.37,,,,,,,,,0.1057,2.807,2.510,2.61
20536129,536129,17.41,,,,,,,,,0.1228,2.707,2.375,4.02
20536158,536158,17.56,,,,,,,,,0.1135,2.707,2.400,2.93
20536164,536164,17.65,,,,,,,,,0.1296,2.721,2.369,12.99
20536185,536185,18.00,,,,,,,,,0.0894,2.758,2.512,3.00
20536187,536187,16.96,,,,,,,,,0.1270,2.733,2.386,11.21
20536189,536189,17.23,,,,,,,,,0.1289,2.742,2.389,9.02
20536218,536218,16.90,,,,,,,,,0.0998,2.779,2.501,9.16
20536224,536224,17.15,,,,,,,,,0.0983,2.714,2.447,3.73
20536246,536246,16.80,,,,,,,,,0.1167,2.73,2.411,12.64
20536281,536281,17.06,,,,,,,,,0.1442,2.705,2.315,12.43
20536286,536286,16.99,,,,,,,,,0.1035,2.768,2.482,7.80
20536296,536296,17.64,,,,,,,,,0.1455,2.771,2.368,4.21
20536298,536298,16.68,,,,,,,,,0.1544,2.772,2.344,14.80
20536306,536306,16.15,,,,,,,,,0.1185,2.776,2.447,23.41
20536331,536331,17.24,,,6.83,,,,,,0.1281,2.715,2.367,5.42
20536350,536350,17.08,,,,,,,,,0.0956,2.767,2.502,6.25
20536367,536367,17.30,,,,,,,,,0.1551,2.725,2.303,9.23
20536391,536391,17.46,,,,,,,,,0.0884,2.81,2.561,10.36
20536409,536409,16.67,3.184,,,,,,,,0.1279,2.762,2.409,12.18
20536414,536414,16.45,,,,,,,,,0.1087,2.755,2.456,9.40
20536424,536424,16.78,,,,,,,,,0.1304,2.784,2.421,12.48
20536427,536427,17.64,,,,,,,,,0.1241,2.738,2.398,8.66
20536445,536445,16.40,,,,,,,,,0.1082,2.771,2.471,14.19
20536473,536473,16.55,,,,,,,,,0.0907,2.75,2.500,15.30
20536478,536478,17.05,,,,,,,,,0.1338,2.762,2.392,10.88
20536491,536491,17.52,,,,,,,,,0.1380,2.71,2.336,2.75
20536495,536495,16.97,,,,,,,,,0.1230,2.803,2.458,13.77
20536504,536504,16.21,,,,,,,,,0.0862,2.71,2.477,25.83
20536509,536509,16.59,,,,,,,,,0.1255,2.743,2.399,11.44
20536534,536534,17.37,,,,,,,,,0.0930,2.705,2.453,1.62
20536569,536569,17.07,,,,,,,,,0.1230,2.815,2.468,5.67
20536608,536608,17.01,,,,,,,,,0.0854,2.815,2.575,2.52
20536609,536609,17.33,,,,,,,,,0.0905,2.719,2.473,5.05
20536625,536625,17.28,,,,,,,,,0.1246,2.738,2.397,13.22
20536641,536641,17.02,,,,,,,,,0.0841,2.723,2.494,25.97
20536651,536651,16.90,,,,,,,,,0.1044,2.768,2.479,13.63
20536674,536674,17.28,,,,,,,,,0.1215,2.792,2.453,8.54
20536763,536763,16.25,,,,,,,,,0.0850,2.784,2.547,17.27
20536779,536779,17.42,,,,,,,,,0.1384,2.753,2.372,8.75
20536848,536848,17.32,,,,,,,,,0.1444,2.748,2.352,5.72
20536858,536858,17.04,,,,,,,,,0.1217,2.708,2.379,14.11
20536867,536867,17.08,,,,,,,,,0.0999,2.789,2.510,5.13
20536887,536887,17.38,,,,,,,,,0.1176,2.776,2.450,10.69
20536888,536888,17.28,,,,,,,,,0.1247,2.795,2.447,6.14
20536901,536901,17.04,,,,,,,,,0.0883,2.799,2.552,10.53
20536913,536913,17.49,,,,,,,,,0.1208,2.746,2.415,12.73
20536932,536932,17.09,,,,,,,,,0.1078,2.708,2.416,10.67
20536942,536942,17.16,,,,,,,,,0.1273,2.717,2.371,9.04
20536951,536951,17.54,,,,,,,,,0.0964,2.76,2.494,4.38
20536971,536971,17.63,,,,,,,,,0.1408,2.742,2.356,2.95
20536980,536980,17.60,,,,,,,,,0.1318,2.74,2.379,9.63
20536982,536982,17.05,,,,,,,,,0.0909,2.716,2.469,26.07
20536990,536990,16.80,,,,,,,,,0.1193,2.774,2.443,10.70
20537019,537019,17.68,,,,,,,,,0.0952,2.714,2.456,5.92
20537035,537035,17.37,,,,,,,,,0.1533,2.783,2.356,12.01
20537040,537040,17.19,,,,,,,,,0.1374,2.763,2.384,12.26
20537046,537046,17.30,,,,,,,,,0.1319,2.737,2.376,3.99
20537054,537054,17.14,1.880,0.072,,,,,,,0.1258,2.71,2.369,18.43
20537076,537076,17.58,,,,,,,,,0.1282,2.759,2.405,9.92
20537091,537091,17.30,,,,,,,,,0.1330,2.712,2.351,9.44
20537128,537128,17.51,,,,,,,,,0.1219,2.723,2.391,4.80
20537131,537131,17.39,,,,,,,,,0.1021,2.765,2.483,5.23
20537133,537133,17.51,,,,,,,,,0.1051,2.74,2.452,5.21
20537141,537141,16.86,,,,,,,,,0.0869,2.708,2.472,12.00
20537163,537163,17.64,,,,,,,,,0.1360,2.754,2.379,4.08
20537167,537167,17.22,,,,,,,,,0.1237,2.719,2.382,6.34
20537186,537186,16.32,,,,,,,,,0.1271,2.743,2.394,14.29
20537191,537191,16.46,,,,,,,,,0.0901,2.733,2.487,13.57
20537194,537194,17.32,,,,,,,,,0.1277,2.78,2.425,5.09
20537195,537195,16.89,,,,,,,,,0.1309,2.723,2.366,3.59
20537196,537196,17.28,,,,,,,,,0.1481,2.772,2.362,4.96
20537207,537207,16.59,,,,,,,,,0.1465,2.807,2.396,6.15
20537234,537234,17.09,,,,,,,,,0.1252,2.784,2.435,11.50
20537235,537235,17.05,,,,,,,,,0.0839,2.794,2.559,4.97
20537246,537246,17.11,,,,,,,,,0.1237,2.706,2.371,7.17
20537247,537247,16.89,,,,,,,,,0.1061,2.742,2.451,11.78
20537258,537258,17.36,,,,,,,,,0.1329,2.781,2.411,13.97
20537295,537295,17.53,2.303,0.084,,,,,,,0.1097,2.763,2.460,9.55
20537302,537302,16.64,,,,,,,,,0.1170,2.766,2.442,8.12
20537305,537305,17.01,,,,,,,,,0.1358,2.783,2.405,14.13
20537364,537364,17.41,,,,,,,,,0.1286,2.748,2.395,5.15
20537384,537384,17.22,,,,,,,,,0.1312,2.751,2.390,11.71
20537387,537387,16.95,,,,,,,,,0.0987,2.795,2.519,8.07
20537411,537411,16.81,,,,,,,,,0.1029,2.777,2.491,12.18
20537414,537414,17.29,,,,,,,,,0.1487,2.787,2.372,8.29
20537423,537423,17.39,,,,,,,,,0.1109,2.71,2.409,2.23
20537444,537444,17.24,,,,,,,,,0.1079,2.813,2.510,5.85
20537484,537484,17.13,,,,,,,,,0.0913,2.754,2.503,15.47
20537489,537489,17.66,,,,,,,,,0.1431,2.738,2.346,6.18
20537515,537515,17.00,,,,,,,,,0.1247,2.739,2.398,14.31
20537522,537522,17.75,,,,,,,,,0.0912,2.725,2.476,11.64
20537559,537559,17.45,,,,,,,,,0.1269,2.804,2.449,3.86
20537850,537850,16.39,,,,,,,,,0.1456,2.8,2.392,10.74
20537864,537864,17.13,,,,,,,,,0.1424,2.733,2.344,12.75
20537916,537916,16.85,,,,,,,,,0.1087,2.813,2.508,4.52
20537929,537929,16.89,,,,,,,,,0.1332,2.72,2.357,4.66
20537949,537949,16.39,,,,,,,,,0.1189,2.715,2.393,8.63
20537969,537969,16.37,,,,,,,,,0.1252,2.786,2.437,15.81
20537989,537989,16.60,,,,,,,,,0.1344,2.721,2.356,11.50
20538088,538088,16.98,,,,,,,,,0.1151,2.707,2.395,8.57
20538097,538097,16.90,,,,,,,,,0.1360,2.747,2.374,7.89
20538131,538131,17.20,,,,,,,,,0.0925,2.71,2.459,12.13
20538143,538143,16.98,,,,,,,,,0.1063,2.787,2.491,10.27
20538189,538189,16.37,,,,,,,,,0.0892,2.732,2.489,8.14
20538225,538225,16.98,,,,,,,,,0.1036,2.716,2.435,11.17
20538278,538278,16.53,,,,,,,,,0.1164,2.776,2.453,15.06
20538280,538280,17.02,,,,,,,,,0.0878,2.772,2.528,8.91
20538325,538325,17.21,,,,,,,,,0.1007,2.791,2.510,4.26
20538331,538331,17.19,,,,,,,,,0.0848,2.761,2.527,8.78
20538344,538344,16.87,,,,,,,,,0.1024,2.81,2.522,9.86
20538351,538351,16.60,,,,,,,,,0.1508,2.735,2.322,12.69
20538381,538381,17.32,,,,,,,,,0.1517,2.771,2.351,12.87
20538387,538387,16.62,,,,,,,,,0.1212,2.785,2.448,15.79
20538388,538388,16.58,,,,,,,,,0.1475,2.736,2.332,14.17
20538436,538436,17.35,,,,,,,,,0.0987,2.772,2.498,10.30
20538437,538437,17.16,,,,,,,,,0.1457,2.745,2.345,9.20
20538465,538465,17.06,,,,,,,,,0.0930,2.74,2.485,6.66
20538488,538488,17.05,,,,,,,,,0.1249,2.732,2.391,13.22
20538540,538540,17.50,,,,,,,,,0.1487,2.714,2.310,12.04
20538550,538550,17.29,,,,,,,,,0.1474,2.727,2.325,1.21
20538570,538570,16.97,,,,,,,,,0.1079,2.815,2.512,7.87
20538598,538598,17.06,,,,,,,,,0.0848,2.731,2.500,10.65
20538614,538614,17.95,,,,,,,,,0.0911,2.746,2.496,2.52
20538650,538650,16.60,,,,,,,,,0.1286,2.743,2.391,6.07
20538696,538696,16.80,,,,,,,,,0.1422,2.764,2.371,13.74
20538697,538697,17.17,,,,,,,,,0.0902,2.706,2.462,10.03
20538714,538714,16.87,,,,,,,,,0.1456,2.738,2.339,12.44
20538716,538716,16.72,,,,,,,,,0.1284,2.746,2.393,10.57
20538735,538735,17.35,,,,,,,,,0.1000,2.746,2.471,5.38
20538766,538766,17.40,,,,,,,,,0.1034,2.777,2.490,4.68
20538781,538781,17.71,,,,,,,,,0.0960,2.772,2.505,2.44
20538802,538802,17.42,,,,,,,,,0.0890,2.743,2.499,6.68
20538808,538808,17.10,,,,,,,,,0.1032,2.777,2.491,4.71
20538812,538812,16.90,2.630,,,,,,,,0.0846,2.787,2.552,5.11
20538817,538817,16.41,,,,,,,,,0.1064,2.74,2.448,10.53
20538824,538824,17.14,,,,,,,,,0.1015,2.794,2.511,3.15
20538828,538828,17.51,,,,,,,,,0.1289,2.723,2.372,9.23
20538883,538883,17.73,,,,,,,,,0.1198,2.728,2.402,8.76
20538885,538885,16.89,,,,,,,,,0.1100,2.8,2.492,3.46
20538909,538909,17.18,,,,,,,,,0.1287,2.783,2.425,13.96
20538918,538918,16.70,,,,,,,,,0.0896,2.767,2.519,5.78
20538921,538921,17.21,,,,,,,,,0.1057,2.762,2.470,10.87
20538987,538987,17.31,,,,,,,,,0.0964,2.723,2.460,5.59
20539133,539133,17.05,,,,,,,,,0.0980,2.813,2.538,5.60
20539142,539142,17.11,,,,,,,,,0.1447,2.724,2.330,12.68
20539146,539146,17.40,,,,,,,,,0.1530,2.742,2.323,3.28
20539178,539178,17.34,,,,,,,,,0.1306,2.724,2.369,11.02
20539183,539183,17.45,,,,,,,,,0.1228,2.713,2.380,4.10
20539187,539187,17.33,,,,,,,,,0.1316,2.723,2.365,9.49
